Program Name,Project Year,Account Number,Account Name,Ticker,ISIN,GICS_sector,GICS_Industry_Group,GICS_Industry,GICS_Sub_Industry,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,
Climate Change,2015,716,"Amgen, Inc.",AMGN US,US0311621009,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,846,AptarGroup,ATR US,US0383361039,Materials,Materials,Containers & Packaging,Metal & Glass Containers,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,5169,Eastman Chemical Company,EMN US,US2774321002,Materials,Materials,Chemicals,Diversified Chemicals,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,36602,Edwards Lifesciences Corp,EW US,US28176E1082,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,5377,Eli Lilly & Co.,LLY US,US5324571083,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,41796,AIS,2266328Z US,,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Office Services & Supplies,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,454,Akamai Technologies Inc,AKAM US,US00971T1016,Information Technology,Software & Services,Internet Software & Services,Internet Software & Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,21388,Alamos Gold Inc.,AGI CN,CA0115271086,Materials,Materials,Metals & Mining,Gold,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,31624,Alaska Power & Telephone Company,APTL US,US0117642068,Utilities,Utilities,Electric Utilities,Electric Utilities,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,699,"American International Group, Inc. (AIG)",AIG US,US0268747849,Financials,Insurance,Insurance,Multi-line Insurance,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2095,Boston Scientific Corporation,BSX US,US1011371077,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2519,CA Technologies,CA US,US12673P1057,Information Technology,Software & Services,Software,Systems Software,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,8054,Caesars Entertainment,CZR US,US1276861036,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,8886,Imperial Oil,IMO CN,CA4530384086,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,9298,Intel Corporation,INTC US,US4581401001,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,9284,International Business Machines (IBM),IBM US,US4592001014,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,9336,International Flavors & Fragrances Inc.,IFF US,US4595061015,Materials,Materials,Chemicals,Specialty Chemicals,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,9352,International Paper Company,IP US,US4601461035,Materials,Materials,Containers & Packaging,Paper Packaging,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,8838,IGM Financial Inc.,IGM CN,CA4495861060,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2320,Broadcom Corporation,BRCM US,SG9999014823,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,50117,BRP,DOO CN,CA05577W2004,Consumer Discretionary,Consumer Durables & Apparel,Leisure products,Leisure Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2407,Bunge,BG US,BMG169621056,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,35964,Cal Development,0377688D US,,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2555,Cabot Corporation,CBT US,US1270551013,Materials,Materials,Chemicals,Commodity Chemicals,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2658,Canadian Oil Sands Limited,COS CN,CA13643E1051,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2695,Capital One Financial,COF US,US14040H1059,Financials,Diversified Financials,Consumer Finance,Consumer Finance,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,31648,Capital Power Corporation,CPX CN,CA14042M1023,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2885,"CBRE Group, Inc.",CBG US,US12504L1098,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,1198,"Autodesk, Inc.",ADSK US,US0527691069,Information Technology,Software & Services,Software,Application Software,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,1203,"Automatic Data Processing, Inc.",ADP US,US0530151036,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,9037,Industrial Alliance Insurance and Financial Services Inc.,IAG CN,CA4558711038,Financials,Insurance,Insurance,Life & Health Insurance,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,33279,Informatica Corporation,INFA US,US45666Q1022,Information Technology,Software & Services,Software,Application Software,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,1017,Ashland Global Holdings Inc,ASH US,US0442091049,Materials,Materials,Chemicals,Specialty Chemicals,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,1113,AT&T Inc.,T US,US00206R1023,Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2611,Campbell Soup Company,CPB US,US1344291091,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2668,Canadian Real Estate Investment Trust,REF-U CN,CA13650J1049,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2670,"Canadian Tire Corporation, Limited",CTC CN,CA1366812024,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2924,Catalyst Paper Corporation,CYT CN,CA14888T1049,Materials,Materials,Paper & Forest Products,Paper Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2951,CCL Industries,CCL/A CN,CA1249003098,Materials,Materials,Containers & Packaging,Metal & Glass Containers,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,9366,Intuit Inc.,INTU US,US4612021034,Information Technology,Software & Services,Software,Application Software,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,9638,Jabil Inc.,JBL US,US4663131039,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,1271,"Avon Products, Inc.",AVP US,US0543031027,Consumer Staples,Household & Personal Products,Personal Products,Personal Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2573,CAE Inc.,CAE CN,CA1247651088,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2656,Canadian National Railway Company,CNR CN,CA1363751027,Industrials,Transportation,Road & Rail,Railroads,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,2666,Canadian Pacific Railway,CP CN,CA13645T1003,Industrials,Transportation,Road & Rail,Railroads,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,9310,Intact Financial Corporation,IFC CN,CA45823T1066,Financials,Insurance,Insurance,Property & Casualty Insurance,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,804,Apache Corporation,APA US,US0374111054,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,868,Applied Materials Inc.,AMAT US,US0382221051,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,902,ARC Resources Ltd.,ARX CN,CA00208D4084,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,912,Archer Daniels Midland,ADM US,US0394831020,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,1219,AvalonBay Communities,AVB US,US0534841012,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,5052,Duke Energy Corporation,DUK US,US26441C2044,Utilities,Utilities,Electric Utilities,Electric Utilities,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,40271,Dunkin' Brands Group,DNKN US,US2655041000,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,5197,eBay Inc.,EBAY US,US2786421030,Information Technology,Software & Services,Internet Software & Services,Internet Software & Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
