Program Name,Project Year,Account Number,Account Name,Ticker,ISIN,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector
Water,2015,5521,Emerson Electric Co.,EMR US,US2910111044,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,7060,Gap Inc.,GPS US,US3647601083,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,23195,Hewlett-Packard,,US4282361033,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,8348,"Hilton Worldwide, Inc.",HLT US,US43300A1043,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,2320,Broadcom Corporation,BRCM US,SG9999014823,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,3507,Clorox Company,CLX US,US1890541097,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,3551,Colgate Palmolive Company,CL US,US1941621039,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,4151,CVS Health,CVS US,US1266501006,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,4433,Dell Inc.,DELL US,US24702R1014,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,4678,Devon Energy Corporation,DVN US,US25179M1036,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,7164,General Motors Company,GM US,US37045V1008,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,23197,Hormel Foods,HRL US,US4404521001,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,8675,Husky Energy Inc.,HSE CN,CA4480551031,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,9736,Viavi Solutions Inc.,VIAV US,US46612J5074,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,9298,Intel Corporation,INTC US,US4581401001,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,9284,International Business Machines (IBM),IBM US,US4592001014,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,23228,Freeport-McMoRan Inc.,FCX US,US35671D8570,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,7166,General Electric Company,GE US,US3696041033,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,7619,Goodyear Tire & Rubber Company,GT US,US3825501014,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,8274,Hess Corporation,HES US,US42809H1077,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,8585,"Hospira, Inc.",HSP US,US4410601003,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,8634,HudBay Minerals Inc.,HBM CN,CA4436281022,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,5115,E.I. du Pont de Nemours and Company,DD US,US2635341090,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,5154,Ecolab Inc.,ECL US,US2788651006,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,5377,Eli Lilly & Co.,LLY US,US5324571083,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,5581,Enbridge Inc.,ENB CN,CA29250N1050,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
